지역,규모,연도,월,분양가
전남, 85㎡초과 102㎡이하,2017,2,2467
전남, 102㎡초과,2017,2,2319
경북, 60㎡이하,2017,2,2340
경북, 60㎡초과 85㎡이하,2017,2,2306
경북, 85㎡초과 102㎡이하,2017,2,2690
경북, 102㎡초과,2017,2,2540
경남, 60㎡이하,2017,2,2575
경남, 60㎡초과 85㎡이하,2017,2,2375
경남, 85㎡초과 102㎡이하,2017,2,2872
경남, 102㎡초과,2017,2,2716
제주, 60㎡이하,2017,2,4038
제주, 60㎡초과 85㎡이하,2017,2,3042
제주, 85㎡초과 102㎡이하,2017,2,3157
제주, 102㎡초과,2017,2,3082
서울, 60㎡이하,2017,3,6570
서울, 60㎡초과 85㎡이하,2017,3,6420
서울, 85㎡초과 102㎡이하,2017,3,6457
서울, 102㎡초과,2017,3,6709
인천, 60㎡이하,2017,3,3268
인천, 60㎡초과 85㎡이하,2017,3,3177
인천, 85㎡초과 102㎡이하,2017,3,3275
인천, 102㎡초과,2017,3,4201
경기, 60㎡이하,2017,3,3773
경기, 60㎡초과 85㎡이하,2017,3,3585
경기, 85㎡초과 102㎡이하,2017,3,3527
경기, 102㎡초과,2017,3,4321
부산, 60㎡이하,2017,3,3123
부산, 60㎡초과 85㎡이하,2017,3,3273
부산, 85㎡초과 102㎡이하,2017,3,3354
부산, 102㎡초과,2017,3,3931
대구, 60㎡이하,2017,3,3848
대구, 60㎡초과 85㎡이하,2017,3,3208
대구, 85㎡초과 102㎡이하,2017,3,3216
대구, 102㎡초과,2017,3,5014
광주, 60㎡이하,2017,3,2448
광주, 60㎡초과 85㎡이하,2017,3,2798
광주, 85㎡초과 102㎡이하,2017,3,2817
광주, 102㎡초과,2017,3,3273
대전, 60㎡이하,2017,3,2776
대전, 60㎡초과 85㎡이하,2017,3,2681
대전, 85㎡초과 102㎡이하,2017,3,2600
대전, 102㎡초과,2017,3,4328
울산, 60㎡이하,2017,3,2858
울산, 60㎡초과 85㎡이하,2017,3,3274
울산, 102㎡초과,2017,3,3177
세종, 60㎡이하,2017,3,2769
세종, 60㎡초과 85㎡이하,2017,3,2706
세종, 85㎡초과 102㎡이하,2017,3,2676
세종, 102㎡초과,2017,3,2673
강원, 60㎡이하,2017,3,2072
강원, 60㎡초과 85㎡이하,2017,3,2070
강원, 85㎡초과 102㎡이하,2017,3,2221
강원, 102㎡초과,2017,3,2251
충북, 60㎡이하,2017,3,2155
충북, 60㎡초과 85㎡이하,2017,3,1983
충북, 85㎡초과 102㎡이하,2017,3,2855
충북, 102㎡초과,2017,3,2358
충남, 60㎡이하,2017,3,2335
충남, 60㎡초과 85㎡이하,2017,3,2239
충남, 85㎡초과 102㎡이하,2017,3,2963
충남, 102㎡초과,2017,3,2679
전북, 60㎡이하,2017,3,2350
전북, 60㎡초과 85㎡이하,2017,3,2040
전북, 85㎡초과 102㎡이하,2017,3,2321
전북, 102㎡초과,2017,3,2315
전남, 60㎡이하,2017,3,2151
전남, 60㎡초과 85㎡이하,2017,3,2094
전남, 85㎡초과 102㎡이하,2017,3,2379
전남, 102㎡초과,2017,3,2307
경북, 60㎡이하,2017,3,2342
경북, 60㎡초과 85㎡이하,2017,3,2286
경북, 85㎡초과 102㎡이하,2017,3,2690
경북, 102㎡초과,2017,3,2606
경남, 60㎡이하,2017,3,2520
경남, 60㎡초과 85㎡이하,2017,3,2397
경남, 85㎡초과 102㎡이하,2017,3,2872
경남, 102㎡초과,2017,3,2657
제주, 60㎡이하,2017,3,4038
제주, 60㎡초과 85㎡이하,2017,3,3038
제주, 85㎡초과 102㎡이하,2017,3,3157
제주, 102㎡초과,2017,3,3082
서울, 60㎡이하,2017,4,6570
서울, 60㎡초과 85㎡이하,2017,4,6414
서울, 85㎡초과 102㎡이하,2017,4,6457
서울, 102㎡초과,2017,4,6712
인천, 60㎡이하,2017,4,3268
인천, 60㎡초과 85㎡이하,2017,4,3177
인천, 85㎡초과 102㎡이하,2017,4,3275
인천, 102㎡초과,2017,4,4201
경기, 60㎡이하,2017,4,3812
경기, 60㎡초과 85㎡이하,2017,4,3552
경기, 85㎡초과 102㎡이하,2017,4,3608
경기, 102㎡초과,2017,4,4273
부산, 60㎡이하,2017,4,3089
부산, 60㎡초과 85㎡이하,2017,4,3307
부산, 85㎡초과 102㎡이하,2017,4,3354
부산, 102㎡초과,2017,4,3931
대구, 60㎡이하,2017,4,3848
대구, 60㎡초과 85㎡이하,2017,4,3182
대구, 85㎡초과 102㎡이하,2017,4,3216
대구, 102㎡초과,2017,4,4712
광주, 60㎡이하,2017,4,2448
광주, 60㎡초과 85㎡이하,2017,4,2852
광주, 85㎡초과 102㎡이하,2017,4,2880
광주, 102㎡초과,2017,4,3358
대전, 60㎡이하,2017,4,2849
대전, 60㎡초과 85㎡이하,2017,4,2685
대전, 85㎡초과 102㎡이하,2017,4,2600
대전, 102㎡초과,2017,4,4328
울산, 60㎡이하,2017,4,2904
울산, 60㎡초과 85㎡이하,2017,4,3591
울산, 102㎡초과,2017,4,3137
세종, 60㎡이하,2017,4,2769
세종, 60㎡초과 85㎡이하,2017,4,2698
세종, 85㎡초과 102㎡이하,2017,4,2787
세종, 102㎡초과,2017,4,2713
강원, 60㎡이하,2017,4,2072
강원, 60㎡초과 85㎡이하,2017,4,2070
강원, 85㎡초과 102㎡이하,2017,4,2221
강원, 102㎡초과,2017,4,2251
충북, 60㎡이하,2017,4,2155
충북, 60㎡초과 85㎡이하,2017,4,2045
충북, 85㎡초과 102㎡이하,2017,4,2563
충북, 102㎡초과,2017,4,2333
충남, 60㎡이하,2017,4,2330
충남, 60㎡초과 85㎡이하,2017,4,2228
충남, 85㎡초과 102㎡이하,2017,4,2963
충남, 102㎡초과,2017,4,2758
전북, 60㎡이하,2017,4,2350
전북, 60㎡초과 85㎡이하,2017,4,2101
전북, 85㎡초과 102㎡이하,2017,4,2321
전북, 102㎡초과,2017,4,2315
전남, 60㎡이하,2017,4,2151
전남, 60㎡초과 85㎡이하,2017,4,2110
전남, 85㎡초과 102㎡이하,2017,4,2379
전남, 102㎡초과,2017,4,2307
경북, 60㎡이하,2017,4,2390
경북, 60㎡초과 85㎡이하,2017,4,2307
경북, 85㎡초과 102㎡이하,2017,4,2690
경북, 102㎡초과,2017,4,2606
경남, 60㎡이하,2017,4,2554
경남, 60㎡초과 85㎡이하,2017,4,2391
경남, 85㎡초과 102㎡이하,2017,4,2872
경남, 102㎡초과,2017,4,2659
제주, 60㎡이하,2017,4,4630
제주, 60㎡초과 85㎡이하,2017,4,3196
제주, 85㎡초과 102㎡이하,2017,4,3271
제주, 102㎡초과,2017,4,3830
서울, 60㎡이하,2017,5,6592
서울, 60㎡초과 85㎡이하,2017,5,6461
서울, 85㎡초과 102㎡이하,2017,5,6408
서울, 102㎡초과,2017,5,6675
인천, 60㎡이하,2017,5,3268
인천, 60㎡초과 85㎡이하,2017,5,3290
인천, 85㎡초과 102㎡이하,2017,5,3392
인천, 102㎡초과,2017,5,4256
경기, 60㎡이하,2017,5,3628
경기, 60㎡초과 85㎡이하,2017,5,3462
경기, 85㎡초과 102㎡이하,2017,5,3591
경기, 102㎡초과,2017,5,4045
부산, 60㎡이하,2017,5,3136
부산, 60㎡초과 85㎡이하,2017,5,3626
부산, 85㎡초과 102㎡이하,2017,5,3013
부산, 102㎡초과,2017,5,3928
대구, 60㎡이하,2017,5,3848
대구, 60㎡초과 85㎡이하,2017,5,3182
대구, 85㎡초과 102㎡이하,2017,5,3216
대구, 102㎡초과,2017,5,4712
광주, 60㎡초과 85㎡이하,2017,5,2877
광주, 85㎡초과 102㎡이하,2017,5,2880
광주, 102㎡초과,2017,5,3358
대전, 60㎡이하,2017,5,2849
대전, 60㎡초과 85㎡이하,2017,5,2685
대전, 85㎡초과 102㎡이하,2017,5,2600
대전, 102㎡초과,2017,5,4328
울산, 60㎡이하,2017,5,2904
울산, 60㎡초과 85㎡이하,2017,5,3591
울산, 102㎡초과,2017,5,3137
세종, 60㎡이하,2017,5,2769
세종, 60㎡초과 85㎡이하,2017,5,2698
세종, 85㎡초과 102㎡이하,2017,5,2787
세종, 102㎡초과,2017,5,2713
강원, 60㎡이하,2017,5,2096
강원, 60㎡초과 85㎡이하,2017,5,2084
강원, 85㎡초과 102㎡이하,2017,5,2221
강원, 102㎡초과,2017,5,2282
충북, 60㎡이하,2017,5,2162
충북, 60㎡초과 85㎡이하,2017,5,2048
충북, 85㎡초과 102㎡이하,2017,5,2563
충북, 102㎡초과,2017,5,2564
충남, 60㎡이하,2017,5,2327
충남, 60㎡초과 85㎡이하,2017,5,2229
충남, 85㎡초과 102㎡이하,2017,5,2963
충남, 102㎡초과,2017,5,2758
전북, 60㎡이하,2017,5,2322
전북, 60㎡초과 85㎡이하,2017,5,2127
전북, 85㎡초과 102㎡이하,2017,5,2321
전북, 102㎡초과,2017,5,2373
전남, 60㎡이하,2017,5,2151
전남, 60㎡초과 85㎡이하,2017,5,2169
전남, 85㎡초과 102㎡이하,2017,5,2379
전남, 102㎡초과,2017,5,2307
경북, 60㎡이하,2017,5,2390
경북, 60㎡초과 85㎡이하,2017,5,2358
경북, 85㎡초과 102㎡이하,2017,5,2690
경북, 102㎡초과,2017,5,2667
경남, 60㎡이하,2017,5,2534
경남, 60㎡초과 85㎡이하,2017,5,2407
경남, 85㎡초과 102㎡이하,2017,5,2873
경남, 102㎡초과,2017,5,2661
제주, 60㎡이하,2017,5,4630
제주, 60㎡초과 85㎡이하,2017,5,3301
제주, 85㎡초과 102㎡이하,2017,5,4158
제주, 102㎡초과,2017,5,4800
서울, 60㎡이하,2017,6,6460
서울, 60㎡초과 85㎡이하,2017,6,6435
서울, 85㎡초과 102㎡이하,2017,6,7126
서울, 102㎡초과,2017,6,6949
인천, 60㎡이하,2017,6,3268
인천, 60㎡초과 85㎡이하,2017,6,3327
인천, 85㎡초과 102㎡이하,2017,6,3439
인천, 102㎡초과,2017,6,4055
경기, 60㎡이하,2017,6,3671
경기, 60㎡초과 85㎡이하,2017,6,3511
경기, 85㎡초과 102㎡이하,2017,6,3656
경기, 102㎡초과,2017,6,4052
부산, 60㎡이하,2017,6,3229
부산, 60㎡초과 85㎡이하,2017,6,3698
부산, 85㎡초과 102㎡이하,2017,6,3013
부산, 102㎡초과,2017,6,3818
대구, 60㎡이하,2017,6,3555
대구, 60㎡초과 85㎡이하,2017,6,3250
대구, 85㎡초과 102㎡이하,2017,6,3019
대구, 102㎡초과,2017,6,4712
광주, 60㎡초과 85㎡이하,2017,6,2899
광주, 85㎡초과 102㎡이하,2017,6,2880
광주, 102㎡초과,2017,6,3358
대전, 60㎡이하,2017,6,2849
대전, 60㎡초과 85㎡이하,2017,6,2685
대전, 85㎡초과 102㎡이하,2017,6,2600
대전, 102㎡초과,2017,6,4328
울산, 60㎡이하,2017,6,2904
울산, 60㎡초과 85㎡이하,2017,6,3594
울산, 102㎡초과,2017,6,3137
세종, 60㎡이하,2017,6,2779
세종, 60㎡초과 85㎡이하,2017,6,2703
세종, 85㎡초과 102㎡이하,2017,6,2787
세종, 102㎡초과,2017,6,2713
강원, 60㎡이하,2017,6,2149
강원, 60㎡초과 85㎡이하,2017,6,2125
강원, 85㎡초과 102㎡이하,2017,6,2221
강원, 102㎡초과,2017,6,2400
충북, 60㎡이하,2017,6,2162
충북, 60㎡초과 85㎡이하,2017,6,2041
충북, 85㎡초과 102㎡이하,2017,6,2563
충북, 102㎡초과,2017,6,2500
충남, 60㎡이하,2017,6,2355
충남, 60㎡초과 85㎡이하,2017,6,2265
충남, 85㎡초과 102㎡이하,2017,6,2963
충남, 102㎡초과,2017,6,2560
전북, 60㎡이하,2017,6,2322
전북, 60㎡초과 85㎡이하,2017,6,2197
전북, 85㎡초과 102㎡이하,2017,6,2321
전북, 102㎡초과,2017,6,2373
전남, 60㎡이하,2017,6,2151
전남, 60㎡초과 85㎡이하,2017,6,2152
전남, 85㎡초과 102㎡이하,2017,6,2291
전남, 102㎡초과,2017,6,2197
경북, 60㎡이하,2017,6,2390
경북, 60㎡초과 85㎡이하,2017,6,2376
경북, 85㎡초과 102㎡이하,2017,6,2690
경북, 102㎡초과,2017,6,2674
경남, 60㎡이하,2017,6,2495
경남, 60㎡초과 85㎡이하,2017,6,2431
경남, 85㎡초과 102㎡이하,2017,6,3042
경남, 102㎡초과,2017,6,2811
제주, 60㎡이하,2017,6,4630
제주, 60㎡초과 85㎡이하,2017,6,3249
제주, 85㎡초과 102㎡이하,2017,6,4809
제주, 102㎡초과,2017,6,4800
서울, 60㎡이하,2017,7,6510
서울, 60㎡초과 85㎡이하,2017,7,6342
서울, 85㎡초과 102㎡이하,2017,7,7126
서울, 102㎡초과,2017,7,6734
인천, 60㎡이하,2017,7,3272
인천, 60㎡초과 85㎡이하,2017,7,3323
인천, 85㎡초과 102㎡이하,2017,7,3427
인천, 102㎡초과,2017,7,4518
경기, 60㎡이하,2017,7,3707
경기, 60㎡초과 85㎡이하,2017,7,3624
경기, 85㎡초과 102㎡이하,2017,7,3605
경기, 102㎡초과,2017,7,4065
부산, 60㎡이하,2017,7,3277
부산, 60㎡초과 85㎡이하,2017,7,3718
부산, 85㎡초과 102㎡이하,2017,7,3492
부산, 102㎡초과,2017,7,3378
대구, 60㎡이하,2017,7,3555
대구, 60㎡초과 85㎡이하,2017,7,3887
대구, 102㎡초과,2017,7,4712
광주, 60㎡초과 85㎡이하,2017,7,2881
광주, 85㎡초과 102㎡이하,2017,7,2880
광주, 102㎡초과,2017,7,3358
대전, 60㎡이하,2017,7,2849
대전, 60㎡초과 85㎡이하,2017,7,2699
대전, 85㎡초과 102㎡이하,2017,7,2834
대전, 102㎡초과,2017,7,4328
울산, 60㎡이하,2017,7,2904
울산, 60㎡초과 85㎡이하,2017,7,3594
울산, 102㎡초과,2017,7,3137
세종, 60㎡이하,2017,7,2779
세종, 60㎡초과 85㎡이하,2017,7,2703
세종, 85㎡초과 102㎡이하,2017,7,2787
세종, 102㎡초과,2017,7,2713
강원, 60㎡이하,2017,7,2167
강원, 60㎡초과 85㎡이하,2017,7,2141
강원, 85㎡초과 102㎡이하,2017,7,2221
강원, 102㎡초과,2017,7,2401
충북, 60㎡이하,2017,7,2162
충북, 60㎡초과 85㎡이하,2017,7,2041
충북, 85㎡초과 102㎡이하,2017,7,2563
충북, 102㎡초과,2017,7,2500
충남, 60㎡이하,2017,7,2355
충남, 60㎡초과 85㎡이하,2017,7,2267
충남, 85㎡초과 102㎡이하,2017,7,2963
충남, 102㎡초과,2017,7,2560
전북, 60㎡이하,2017,7,2374
전북, 60㎡초과 85㎡이하,2017,7,2194
전북, 85㎡초과 102㎡이하,2017,7,2456
전북, 102㎡초과,2017,7,2281
전남, 60㎡이하,2017,7,2151
전남, 60㎡초과 85㎡이하,2017,7,2153
전남, 85㎡초과 102㎡이하,2017,7,2291
전남, 102㎡초과,2017,7,2197
경북, 60㎡이하,2017,7,2390
경북, 60㎡초과 85㎡이하,2017,7,2376
경북, 85㎡초과 102㎡이하,2017,7,2690
경북, 102㎡초과,2017,7,2674
경남, 60㎡이하,2017,7,2562
경남, 60㎡초과 85㎡이하,2017,7,2450
경남, 85㎡초과 102㎡이하,2017,7,3042
경남, 102㎡초과,2017,7,2826
제주, 60㎡이하,2017,7,5152
제주, 60㎡초과 85㎡이하,2017,7,3270
제주, 85㎡초과 102㎡이하,2017,7,4809
제주, 102㎡초과,2017,7,4800
서울, 60㎡이하,2017,8,6371
서울, 60㎡초과 85㎡이하,2017,8,5948
서울, 85㎡초과 102㎡이하,2017,8,7067
서울, 102㎡초과,2017,8,6254
인천, 60㎡이하,2017,8,3209
인천, 60㎡초과 85㎡이하,2017,8,3276
인천, 85㎡초과 102㎡이하,2017,8,3427
인천, 102㎡초과,2017,8,4986
경기, 60㎡이하,2017,8,3858
경기, 60㎡초과 85㎡이하,2017,8,3623
경기, 85㎡초과 102㎡이하,2017,8,3694
경기, 102㎡초과,2017,8,4037
부산, 60㎡이하,2017,8,3457
부산, 60㎡초과 85㎡이하,2017,8,3639
부산, 85㎡초과 102㎡이하,2017,8,3455
부산, 102㎡초과,2017,8,3642
대구, 60㎡이하,2017,8,3262
대구, 60㎡초과 85㎡이하,2017,8,3993
대구, 102㎡초과,2017,8,4712
광주, 60㎡초과 85㎡이하,2017,8,2890
광주, 85㎡초과 102㎡이하,2017,8,2880
광주, 102㎡초과,2017,8,3358
대전, 60㎡이하,2017,8,2849
대전, 60㎡초과 85㎡이하,2017,8,2699
대전, 85㎡초과 102㎡이하,2017,8,2834
대전, 102㎡초과,2017,8,4328
울산, 60㎡이하,2017,8,2904
울산, 60㎡초과 85㎡이하,2017,8,3594
울산, 102㎡초과,2017,8,3137
세종, 60㎡이하,2017,8,2779
세종, 60㎡초과 85㎡이하,2017,8,2703
세종, 85㎡초과 102㎡이하,2017,8,2787
세종, 102㎡초과,2017,8,2719
강원, 60㎡이하,2017,8,2242
강원, 60㎡초과 85㎡이하,2017,8,2269
강원, 85㎡초과 102㎡이하,2017,8,2221
강원, 102㎡초과,2017,8,2401
충북, 60㎡이하,2017,8,2162
충북, 60㎡초과 85㎡이하,2017,8,2048
충북, 85㎡초과 102㎡이하,2017,8,2563
충북, 102㎡초과,2017,8,2500
충남, 60㎡이하,2017,8,2328
충남, 60㎡초과 85㎡이하,2017,8,2269
충남, 85㎡초과 102㎡이하,2017,8,2963
충남, 102㎡초과,2017,8,2623
전북, 60㎡이하,2017,8,2352
전북, 60㎡초과 85㎡이하,2017,8,2211
전북, 85㎡초과 102㎡이하,2017,8,2456
전북, 102㎡초과,2017,8,2281
전남, 60㎡이하,2017,8,2151
전남, 60㎡초과 85㎡이하,2017,8,2221
전남, 85㎡초과 102㎡이하,2017,8,2291
전남, 102㎡초과,2017,8,2197
경북, 60㎡이하,2017,8,2506
경북, 60㎡초과 85㎡이하,2017,8,2426
경북, 85㎡초과 102㎡이하,2017,8,2867
경북, 102㎡초과,2017,8,2624
경남, 60㎡이하,2017,8,2623
경남, 60㎡초과 85㎡이하,2017,8,2499
경남, 85㎡초과 102㎡이하,2017,8,3042
경남, 102㎡초과,2017,8,2868
제주, 60㎡이하,2017,8,5152
제주, 60㎡초과 85㎡이하,2017,8,3270
제주, 85㎡초과 102㎡이하,2017,8,4809
제주, 102㎡초과,2017,8,4800
서울, 60㎡이하,2017,9,6767
서울, 60㎡초과 85㎡이하,2017,9,5938
서울, 85㎡초과 102㎡이하,2017,9,7887
서울, 102㎡초과,2017,9,6689
인천, 60㎡이하,2017,9,3330
인천, 60㎡초과 85㎡이하,2017,9,3307
인천, 85㎡초과 102㎡이하,2017,9,3478
인천, 102㎡초과,2017,9,4986
경기, 60㎡이하,2017,9,3902
경기, 60㎡초과 85㎡이하,2017,9,3601
경기, 85㎡초과 102㎡이하,2017,9,3696
경기, 102㎡초과,2017,9,4045
부산, 60㎡이하,2017,9,3467
부산, 60㎡초과 85㎡이하,2017,9,3558
부산, 85㎡초과 102㎡이하,2017,9,3442
부산, 102㎡초과,2017,9,3636
대구, 60㎡이하,2017,9,3454
대구, 60㎡초과 85㎡이하,2017,9,3824
대구, 102㎡초과,2017,9,4073
광주, 60㎡초과 85㎡이하,2017,9,2935
광주, 85㎡초과 102㎡이하,2017,9,2880
광주, 102㎡초과,2017,9,3037
대전, 60㎡이하,2017,9,3019
대전, 60㎡초과 85㎡이하,2017,9,2857
대전, 85㎡초과 102㎡이하,2017,9,2834
대전, 102㎡초과,2017,9,4328
울산, 60㎡이하,2017,9,2904
울산, 60㎡초과 85㎡이하,2017,9,3594
울산, 102㎡초과,2017,9,3137
세종, 60㎡이하,2017,9,2803
세종, 60㎡초과 85㎡이하,2017,9,2684
세종, 85㎡초과 102㎡이하,2017,9,2796
세종, 102㎡초과,2017,9,2799
강원, 60㎡이하,2017,9,2237
강원, 60㎡초과 85㎡이하,2017,9,2225
강원, 85㎡초과 102㎡이하,2017,9,2221
강원, 102㎡초과,2017,9,2319
충북, 60㎡이하,2017,9,2162
충북, 60㎡초과 85㎡이하,2017,9,2053
충북, 85㎡초과 102㎡이하,2017,9,2563
충북, 102㎡초과,2017,9,2500
충남, 60㎡이하,2017,9,2328
충남, 60㎡초과 85㎡이하,2017,9,2269
충남, 85㎡초과 102㎡이하,2017,9,2963
충남, 102㎡초과,2017,9,2623
전북, 60㎡이하,2017,9,2294
전북, 60㎡초과 85㎡이하,2017,9,2219
전북, 102㎡초과,2017,9,2138
전남, 60㎡이하,2017,9,2151
전남, 60㎡초과 85㎡이하,2017,9,2221
전남, 85㎡초과 102㎡이하,2017,9,2291
전남, 102㎡초과,2017,9,2197
경북, 60㎡이하,2017,9,2488
경북, 60㎡초과 85㎡이하,2017,9,2413
경북, 85㎡초과 102㎡이하,2017,9,2867
경북, 102㎡초과,2017,9,2969
경남, 60㎡이하,2017,9,2623
경남, 60㎡초과 85㎡이하,2017,9,2494
경남, 85㎡초과 102㎡이하,2017,9,3983
경남, 102㎡초과,2017,9,3148
제주, 60㎡이하,2017,9,5380
제주, 60㎡초과 85㎡이하,2017,9,3150
서울, 60㎡이하,2017,10,6815
서울, 60㎡초과 85㎡이하,2017,10,5934
서울, 85㎡초과 102㎡이하,2017,10,7274
서울, 102㎡초과,2017,10,6559
인천, 60㎡이하,2017,10,3330
인천, 60㎡초과 85㎡이하,2017,10,3306
인천, 85㎡초과 102㎡이하,2017,10,3445
인천, 102㎡초과,2017,10,4835
경기, 60㎡이하,2017,10,3829
경기, 60㎡초과 85㎡이하,2017,10,3574
경기, 85㎡초과 102㎡이하,2017,10,3769
경기, 102㎡초과,2017,10,4009
부산, 60㎡이하,2017,10,3587
부산, 60㎡초과 85㎡이하,2017,10,3735
부산, 85㎡초과 102㎡이하,2017,10,3454
부산, 102㎡초과,2017,10,3549
대구, 60㎡이하,2017,10,3454
대구, 60㎡초과 85㎡이하,2017,10,3824
대구, 102㎡초과,2017,10,4073
광주, 60㎡이하,2017,10,2776
광주, 60㎡초과 85㎡이하,2017,10,2906
광주, 85㎡초과 102㎡이하,2017,10,2880
광주, 102㎡초과,2017,10,3016
대전, 60㎡이하,2017,10,2729
대전, 60㎡초과 85㎡이하,2017,10,2715
대전, 85㎡초과 102㎡이하,2017,10,3067
울산, 60㎡이하,2017,10,2904
울산, 60㎡초과 85㎡이하,2017,10,3388
울산, 102㎡초과,2017,10,2761
세종, 60㎡이하,2017,10,2760
세종, 60㎡초과 85㎡이하,2017,10,2723
세종, 85㎡초과 102㎡이하,2017,10,2790
세종, 102㎡초과,2017,10,2787
강원, 60㎡이하,2017,10,2225
강원, 60㎡초과 85㎡이하,2017,10,2266
강원, 85㎡초과 102㎡이하,2017,10,2012
강원, 102㎡초과,2017,10,2392
충북, 60㎡이하,2017,10,2162
충북, 60㎡초과 85㎡이하,2017,10,2058
충북, 85㎡초과 102㎡이하,2017,10,2563
충북, 102㎡초과,2017,10,2500
충남, 60㎡이하,2017,10,2402
충남, 60㎡초과 85㎡이하,2017,10,2298
충남, 85㎡초과 102㎡이하,2017,10,2963
충남, 102㎡초과,2017,10,2623
전북, 60㎡이하,2017,10,2259
전북, 60㎡초과 85㎡이하,2017,10,2173
전북, 102㎡초과,2017,10,2138
전남, 60㎡이하,2017,10,2405
전남, 60㎡초과 85㎡이하,2017,10,2264
전남, 85㎡초과 102㎡이하,2017,10,2291
전남, 102㎡초과,2017,10,2395
경북, 60㎡이하,2017,10,2363
경북, 60㎡초과 85㎡이하,2017,10,2356
경북, 85㎡초과 102㎡이하,2017,10,2867
경북, 102㎡초과,2017,10,2969
경남, 60㎡이하,2017,10,2582
경남, 60㎡초과 85㎡이하,2017,10,2414
경남, 85㎡초과 102㎡이하,2017,10,2971
경남, 102㎡초과,2017,10,2984
제주, 60㎡이하,2017,10,5380
제주, 60㎡초과 85㎡이하,2017,10,3150
서울, 60㎡이하,2017,11,6931
서울, 60㎡초과 85㎡이하,2017,11,5899
서울, 85㎡초과 102㎡이하,2017,11,7311
서울, 102㎡초과,2017,11,6880
인천, 60㎡이하,2017,11,3330
인천, 60㎡초과 85㎡이하,2017,11,3306
인천, 85㎡초과 102㎡이하,2017,11,3445
인천, 102㎡초과,2017,11,4835
경기, 60㎡이하,2017,11,3726
경기, 60㎡초과 85㎡이하,2017,11,3527
경기, 85㎡초과 102㎡이하,2017,11,3647
경기, 102㎡초과,2017,11,4027
부산, 60㎡이하,2017,11,3720
부산, 60㎡초과 85㎡이하,2017,11,3778
부산, 85㎡초과 102㎡이하,2017,11,3714
부산, 102㎡초과,2017,11,3883
대구, 60㎡이하,2017,11,3466
